,year,where_coordinates,total_deaths,Item,Value,Cholera case fatality rate,Gross national income per capita (Atlas method),Number of cases of visceral leishmaniasis reported,Number of deaths among children 5 to 14 years of age,Number of diarrhoea deaths from inadequate water,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),Total fertility rate (per woman),Total number of notified TB cases
2881,1993,Lau village,95.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
2883,1993,Yuai town,45.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
105,1993,Western Equatoria district,1.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
106,1993,Amadi town,1.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
107,1993,Mundri town,2.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
108,1993,Kajo Kaji town,17.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
2882,1993,Lafon town,2.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
2875,1993,Chukudum town,3.0,GDP Deflator,47.0670674195,,,,16338.07799.08539.0,,34.4341134.5823434.29025,,
2884,1994,Southern Sudan,2.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
125,1994,Nimule town,1.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
124,1994,Mundri town,0.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
123,1994,Mundri town,1.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
122,1994,Pageri town,0.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
121,1994,Pajok town,0.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
120,1994,Eastern Equatoria district,4.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
119,1994,Southern Sudan,0.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
118,1994,Kaya town,0.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
3663,1994,Akot town,0.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1222,1994,Shawaya village,113.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1223,1994,Road between Lagawa to Dilling (Nuba Mountains),67.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1221,1994,Nuba Mountains district,228.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1224,1994,Eastern Equatoria district,4.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1225,1994,Nuba Mountains district,40.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1226,1994,Nuba Mountains district,4.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1227,1994,Delami town,0.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
1228,1994,Nuba Mountains district,15.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
3874,1994,Karnoi wells,17.0,GDP Deflator,42.1204179779,,,,7704.016081.08377.0,,34.5760834.4147334.74228,,
132,1995,Lasubi town,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
2944,1995,Odemo village,1.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
127,1995,Sudan,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
141,1995,Southern Sudan,12.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
140,1995,Kit town,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
139,1995,Southern Sudan,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
138,1995,Nimule town,2.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1247,1995,Khartoum city,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
137,1995,Yambio town,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
136,1995,Juba town,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
3429,1995,Owiny-Ki-Bul village,18.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
2943,1995,Ligi village,1.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
3428,1995,Parajok village,18.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
134,1995,Nimule town,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
133,1995,Ombusi town,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
131,1995,Southern Sudan,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
130,1995,Eastern Equatoria state,58.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
129,1995,Regefy area,6.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
128,1995,Southern Sudan,99.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
135,1995,Eastern Equatoria state,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
2942,1995,Kubi village,1.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
126,1995,Southern Sudan,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1245,1995,Nuba Mountains district,21.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1235,1995,Delami town,3.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1233,1995,Nuba Mountains district,1.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1236,1995,Tubira village,3.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1246,1995,Western Darfur state,23.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1237,1995,Nuba Mountains district,3.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1232,1995,Nuba Mountains district,45.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1231,1995,Angolo town,17.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1230,1995,Delami town,0.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1238,1995,Nuba Mountains district,2.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1234,1995,Nuba Mountains district,1.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1239,1995,Delami town,2.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1241,1995,Nuba Mountains district,70.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1229,1995,Otoro hills,10.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1058,1995,Palataka town,36.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
3678,1995,Morobo town,64.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
2885,1995,Nuer area of Ganyliel,147.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1242,1995,Nuba Mountains district,3.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1243,1995,Otoro hills,1.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1244,1995,Moro hills,2.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1240,1995,Nuba Mountains district,1.0,GDP Deflator,42.9569079796,,,,15752.07574.08178.0,,34.7286934.9027934.55964,,
1254,1996,Nuba Mountains district,2.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1253,1996,Western Darfur state,3.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1249,1996,Western Darfur state,3.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1251,1996,Sisi town,3.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1250,1996,Western Darfur state,3.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2953,1996,Bahr-al-Jabal state,18.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2952,1996,Bahr-al-Jabal state,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2951,1996,Kuduo camp,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2950,1996,Odemo village,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2949,1996,Kit village,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2948,1996,Southern Sudan,2.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2947,1996,Southern Sudan,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2946,1996,Lomiyega location,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1252,1996,Haraza town,3.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2945,1996,Kit village,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1248,1996,Majok Kuom  village,2.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
2886,1996,Yabus town,0.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
151,1996,Tambura town,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1255,1996,Western Darfur state,3.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1258,1996,Bahr al Ghazal,5.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
412,1996,Rabussom area,50.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
411,1996,Kassala state,11.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
410,1996,Kassala state,16.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
409,1996,Kassala state,0.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3664,1996,Waat town,17.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3665,1996,Pagak town,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
408,1996,Kassala town,4.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
407,1996,Kassala town,18.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
406,1996,Kassala town,5.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
405,1996,Kassala state,0.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
404,1996,Kassala town,6.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
403,1996,Kassala town,15.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
402,1996,Kassala town,10.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3679,1996,Eastern Equatoria state,16.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3680,1996,Eastern Equatoria state,17.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3681,1996,Kajo Keji town,16.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
150,1996,Maridi town,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
149,1996,Eastern Sudan,6.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1257,1996,Kotobi town,5.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
147,1996,Jebel Umm Barakit village,6.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3430,1996,Southern Sudan,150.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3431,1996,Kuduo camp,2.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
1256,1996,Shushta village,2.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3629,1996,Western Darfur state,0.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3630,1996,Southern Darfur state,0.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3631,1996,Hasan village,36.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
148,1996,Eastern Sudan,6.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3633,1996,Darfur,35.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
142,1996,Southern Sudan,2.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
3632,1996,Darfur,35.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
146,1996,Southern Sudan,13.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
145,1996,Southern Sudan,1.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
144,1996,Southern Sudan,116.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
143,1996,Aswa town,0.0,GDP Deflator,26.4453710533,,,,7926.07386.015312.0,,34.86934.6936635.04968,,
413,1997,Keili garrision,150.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
418,1997,Khor el Gana,212.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
424,1997,Kassala-Butana bridge,5.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
419,1997,Khor Marafidoy valley,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
417,1997,Eastern Sudan,50.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
421,1997,Doka town,9.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
422,1997,Red Sea state,6.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
423,1997,Doka town,11.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
416,1997,Roseires Dam,27.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
415,1997,Southern Sudan,17.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
414,1997,Eastern Sudan,92.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
420,1997,Red Sea state,18.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
425,1997,Kassala town,9.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3682,1997,Morobo town,50.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1059,1997,Kit village,75.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3677,1997,Bori town,25.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3676,1997,Kajo Keji town,20.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3675,1997,Kajo Keji town,65.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3674,1997,Morobo town,50.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3673,1997,Yei town,50.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3668,1997,Bor town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3667,1997,Ayod town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3666,1997,Waat town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1267,1997,Geneina town/Al-Junaynah town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1266,1997,Western Darfur state,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1265,1997,Nuba Mountains district,3.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1264,1997,Abyei town,61.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1263,1997,Ariath town,24.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1262,1997,Majok Kuom  village,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1261,1997,Western Bahr-al-Ghazal state,13.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1260,1997,Torit town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1259,1997,Mabior town,97.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3432,1997,Kit village,100.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3683,1997,Yei town,50.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
2957,1997,Kuduo camp,14.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
2956,1997,Mugale village,1.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
2955,1997,Southern Sudan,6.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
2954,1997,Odemo village,1.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
426,1997,Blue Nile state,96.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
3594,1997,Gedaref state,21.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
1060,1997,Kit village,75.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
185,1997,Nuba Mountains district,13.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
159,1997,Torit town,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
158,1997,Western Equatoria state,24.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
157,1997,Ad-Damazin town,300.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
156,1997,Kassala state,63.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
155,1997,Gotned area,7.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
154,1997,Hamashkoreb area,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
173,1997,Akobo town,70.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
174,1997,Rumbek town,601.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
182,1997,Juba town,400.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
175,1997,Tonj town,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
176,1997,Bahr al Ghazal,132.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
177,1997,Yirol town,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
178,1997,Old Fangak town,34.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
179,1997,Ayod town,35.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
180,1997,Akon town,5.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
153,1997,Kurmuk town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
152,1997,Southern Sudan,40.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
2887,1997,Wunrog town,142.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
2888,1997,Kurmuk town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
2889,1997,Qissan town,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
192,1997,Torit town,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
191,1997,Nuba Mountains district,20.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
190,1997,Bahr-al-Jabal state,0.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
189,1997,Yei town,1.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
188,1997,Yei town,3.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
187,1997,Western Equatoria state,100.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
186,1997,Kadugli town,10.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
184,1997,Southern Sudan,1.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
183,1997,Juba town,2.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
160,1997,Eastern Sudan,38.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
161,1997,Yei district,10.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
181,1997,Juba town,20.0,GDP Deflator,30.4829452770,,,,7193.07673.014866.0,,35.0261134.8551135.20244,,
