,year,where_coordinates,total_deaths,GDP Deflator Value
3097,2014,Tawila district,0.0,96.7697781614
3098,2014,Guldo town,0.0,96.7697781614
3099,2014,Nertiti district,5.0,96.7697781614
3100,2014,Heiban town,7.0,96.7697781614
3101,2014,Orschi village,1.0,96.7697781614
3102,2014,Deribat town,5.0,96.7697781614
3103,2014,South Kordofan state,2.0,96.7697781614
3104,2014,Blue Nile state,1.0,96.7697781614
3093,2014,East Jebel Marra area,0.0,96.7697781614
2418,2014,Adila district,7.0,96.7697781614
2416,2014,East Darfur state,1.0,96.7697781614
2420,2014,Abu Jabra district,2.0,96.7697781614
2419,2014,Abu Jabra district,6.0,96.7697781614
3355,2014,Salayle village,10.0,96.7697781614
3356,2014,Mukjar town,5.0,96.7697781614
3357,2014,Muradaf village,10.0,96.7697781614
3050,2014,Kabkabiyah town,23.0,96.7697781614
3049,2014,Blue Nile state,0.0,96.7697781614
3071,2014,Um Sidir village,1.0,96.7697781614
2427,2014,Umm Rakuba village,223.0,96.7697781614
3354,2014,Sali village,1.0,96.7697781614
3070,2014,Mellit district,3.0,96.7697781614
3069,2014,South Darfur state,1.0,96.7697781614
3068,2014,Birka village,1.0,96.7697781614
2426,2014,Umm Rakuba village,64.0,96.7697781614
3364,2014,East Darfur state,2.0,96.7697781614
2421,2014,El Daein town,18.0,96.7697781614
2422,2014,East Darfur state,0.0,96.7697781614
2423,2014,El Daein town,1.0,96.7697781614
2424,2014,Abu Karinka town,22.0,96.7697781614
2425,2014,Abu Karinka district,3.0,96.7697781614
3067,2014,Hajer village,80.0,96.7697781614
3051,2014,Kutum town,4.0,96.7697781614
3366,2014,East Darfur state,0.0,96.7697781614
3365,2014,East Darfur state,0.0,96.7697781614
2638,2015,Abyei town,8.0,100.0000000000
2637,2015,Marial Achak village,4.0,100.0000000000
2458,2015,Abu Jabra district,0.0,100.0000000000
2640,2015,Abyei district,19.0,100.0000000000
2460,2015,Bielel district,0.0,100.0000000000
2459,2015,West Kordofan state,7.0,100.0000000000
2641,2015,Abyei district,0.0,100.0000000000
3400,2015,South Darfur state,2.0,100.0000000000
3401,2015,South Darfur state,3.0,100.0000000000
2639,2015,Abyei district,0.0,100.0000000000
2636,2015,Abyei district,5.0,100.0000000000
2431,2015,Abu Karinka town,215.0,100.0000000000
2776,2015,Kurmuk town,4.0,100.0000000000
3407,2015,Markundi village,3.0,100.0000000000
3406,2015,Kubbum town,3.0,100.0000000000
2724,2015,North Darfur state,0.0,100.0000000000
2725,2015,North Darfur state,41.0,100.0000000000
2726,2015,Mellit district,8.0,100.0000000000
2727,2015,Markisi village,5.0,100.0000000000
2728,2015,Mellit town,13.0,100.0000000000
2729,2015,Mellit town,10.0,100.0000000000
2730,2015,Tofaya village,1.0,100.0000000000
2731,2015,Mellit district,42.0,100.0000000000
2433,2015,Adila town,12.0,100.0000000000
2732,2015,Hillet Abdul Rahim village,7.0,100.0000000000
2770,2015,Dilling town,3.0,100.0000000000
2771,2015,Dilling town,0.0,100.0000000000
2772,2015,Wedabok town,0.0,100.0000000000
2773,2015,Tarud village,4.0,100.0000000000
2774,2015,Yabus village,1.0,100.0000000000
2429,2015,Abu Karinka district,20.0,100.0000000000
2495,2015,Kulbus district,3.0,100.0000000000
2775,2015,Toda village,0.0,100.0000000000
2430,2015,East Darfur state,1.0,100.0000000000
2432,2015,Abu Duweimat village,0.0,100.0000000000
2769,2015,Agadi town,0.0,100.0000000000
2428,2015,Sudan,1.0,100.0000000000
1490,2015,Menawashei town,2.0,100.0000000000
2368,2015,Sunta district,176.0,100.0000000000
1496,2015,Gereida town,2.0,100.0000000000
1495,2015,El Salam refugee camp,1.0,100.0000000000
1494,2015,Korma town,0.0,100.0000000000
1493,2015,Dobo Al Madresa,3.0,100.0000000000
1492,2015,Korma town,2.0,100.0000000000
1491,2015,Kass district,3.0,100.0000000000
1489,2015,Fanga Suk town,2.0,100.0000000000
1497,2015,Tabit village,2.0,100.0000000000
1488,2015,Foro Baranga town,1.0,100.0000000000
1486,2015,Gereida town,2.0,100.0000000000
1485,2015,Boqaj village,0.0,100.0000000000
1484,2015,Dereig IDP camp,1.0,100.0000000000
1483,2015,Al Fashir town,41.0,100.0000000000
1482,2015,Otash IDP camp,1.0,100.0000000000
1481,2015,Tawila district,1.0,100.0000000000
1480,2015,Tawila town,0.0,100.0000000000
1487,2015,El Daein town,10.0,100.0000000000
1498,2015,Dalil village,2.0,100.0000000000
1499,2015,South Darfur state,0.0,100.0000000000
1500,2015,Gereida town,2.0,100.0000000000
1517,2015,Babanusa village,0.0,100.0000000000
1516,2015,Gereida town,0.0,100.0000000000
1515,2015,Zamzam camp,0.0,100.0000000000
1514,2015,Fanga Suk town,0.0,100.0000000000
1513,2015,Fanga Suk town,2.0,100.0000000000
1512,2015,Lebasa village,0.0,100.0000000000
1511,2015,Tawila town,1.0,100.0000000000
1510,2015,Gereida town,0.0,100.0000000000
1509,2015,Dereig IDP camp,0.0,100.0000000000
1508,2015,Tawila district,3.0,100.0000000000
1507,2015,Tawila district,1.0,100.0000000000
1506,2015,North Darfur state,0.0,100.0000000000
1505,2015,Nertiti town,1.0,100.0000000000
1504,2015,Deribat town,1.0,100.0000000000
1503,2015,Taradona village,1.0,100.0000000000
1502,2015,Rahad El Berdi town,1.0,100.0000000000
1501,2015,Katayla town,2.0,100.0000000000
1479,2015,Fanga Suk town,5.0,100.0000000000
1478,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
1477,2015,North Darfur state,1.0,100.0000000000
1476,2015,Karanga village,1.0,100.0000000000
1454,2015,Tandalti village,0.0,100.0000000000
1453,2015,El Geneina town,1.0,100.0000000000
1452,2015,Tandalti village,1.0,100.0000000000
1451,2015,El Geneina town,0.0,100.0000000000
1450,2015,Kass town,0.0,100.0000000000
1449,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
1448,2015,Sani Hayi village,5.0,100.0000000000
1447,2015,Deribat town,0.0,100.0000000000
1446,2015,North Darfur state,0.0,100.0000000000
1445,2015,Kass town,0.0,100.0000000000
1444,2015,Road between Kass and Nyala,0.0,100.0000000000
1443,2015,East Jebel Marra area,0.0,100.0000000000
1442,2015,Khazan Tungur village,2.0,100.0000000000
1441,2015,Korma town,0.0,100.0000000000
1440,2015,Tabit village,0.0,100.0000000000
1439,2015,Tabit village,0.0,100.0000000000
1438,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
1455,2015,Zamzam camp,0.0,100.0000000000
1518,2015,Lebasa village,0.0,100.0000000000
1456,2015,Hashaba village,0.0,100.0000000000
1458,2015,Tawila town,0.0,100.0000000000
1475,2015,Tawila town,0.0,100.0000000000
1474,2015,Zalingei town,0.0,100.0000000000
1473,2015,Duma locality,0.0,100.0000000000
1472,2015,Fanga Suk town,1.0,100.0000000000
1471,2015,Mershing village,0.0,100.0000000000
1470,2015,Dobo Al Madresa,0.0,100.0000000000
1469,2015,Abu Shouk camp,2.0,100.0000000000
1468,2015,Nertiti district,0.0,100.0000000000
1467,2015,Al Fashir town,1.0,100.0000000000
1466,2015,Nertiti district,0.0,100.0000000000
1465,2015,Kass town,1.0,100.0000000000
1464,2015,Khazan Tungur village,2.0,100.0000000000
1463,2015,Fanga Suk town,1.0,100.0000000000
1462,2015,Tabit village,0.0,100.0000000000
1461,2015,Golo town,5.0,100.0000000000
1460,2015,Golo town,3.0,100.0000000000
1532,2015,Kass town,1.0,100.0000000000
1457,2015,Shingil Tobaya,1.0,100.0000000000
1519,2015,Khore Ramla,0.0,100.0000000000
1520,2015,Kutum district,12.0,100.0000000000
1521,2015,Tor village,2.0,100.0000000000
1554,2015,Tawila district,0.0,100.0000000000
1555,2015,Sagur village,0.0,100.0000000000
1556,2015,Al Fashir town,0.0,100.0000000000
1557,2015,Fanga Suk town,0.0,100.0000000000
1558,2015,Tabit village,0.0,100.0000000000
1559,2015,Central Darfur state,0.0,100.0000000000
1560,2015,Al Fashir town,1.0,100.0000000000
1561,2015,Dar al-Salam town,0.0,100.0000000000
1562,2015,East Jebel Marra in North Darfur,2.0,100.0000000000
1563,2015,Nertiti district,0.0,100.0000000000
1564,2015,Duma locality,0.0,100.0000000000
1565,2015,Gereida town,0.0,100.0000000000
1566,2015,Sori village,1.0,100.0000000000
1567,2015,Kass town,0.0,100.0000000000
1568,2015,Gereida town,0.0,100.0000000000
1569,2015,Tabit village,0.0,100.0000000000
1570,2015,Tabit village,1.0,100.0000000000
1553,2015,Mukjar district,1.0,100.0000000000
1571,2015,North Darfur state,0.0,100.0000000000
1552,2015,Haraza locality,1.0,100.0000000000
1550,2015,Zalingei town,0.0,100.0000000000
1533,2015,Bindisi town,0.0,100.0000000000
1534,2015,Fanga Suk town,1.0,100.0000000000
1535,2015,Kutum district,3.0,100.0000000000
1536,2015,Otash IDP camp,3.0,100.0000000000
1537,2015,Nyala town,0.0,100.0000000000
1538,2015,Kutum district,1.0,100.0000000000
1539,2015,Hilat Noryn,1.0,100.0000000000
1540,2015,Kutum town,1.0,100.0000000000
1541,2015,Kutum town,1.0,100.0000000000
1542,2015,Kutum town,2.0,100.0000000000
1543,2015,Kutum town,1.0,100.0000000000
1544,2015,Tawila town,1.0,100.0000000000
1545,2015,Hilat Kattir,2.0,100.0000000000
1546,2015,Bielel district,1.0,100.0000000000
1547,2015,Tawila town,9.0,100.0000000000
1548,2015,Gadeed village,1.0,100.0000000000
1549,2015,Mukjar town,1.0,100.0000000000
1551,2015,Nertiti town,0.0,100.0000000000
1437,2015,East/Sharq Jabel Marra district,10.0,100.0000000000
1572,2015,North Darfur state,0.0,100.0000000000
1574,2015,Kungara North village,6.0,100.0000000000
1589,2015,Kutum district,1.0,100.0000000000
1590,2015,North Darfur state,1.0,100.0000000000
1591,2015,Umm Hawsh village,3.0,100.0000000000
1592,2015,Anka village,7.0,100.0000000000
1593,2015,Dali village,1.0,100.0000000000
1594,2015,East Jebel Marra in North Darfur,8.0,100.0000000000
1595,2015,Tabit village,1.0,100.0000000000
1596,2015,East Jebel Marra in North Darfur,1.0,100.0000000000
1597,2015,North Darfur state,1.0,100.0000000000
1598,2015,Tabit village,0.0,100.0000000000
1599,2015,North Darfur state,1.0,100.0000000000
1600,2015,Gereida town,1.0,100.0000000000
1601,2015,Dali village,1.0,100.0000000000
1602,2015,Al Fashir town,2.0,100.0000000000
1603,2015,Al Fashir town,1.0,100.0000000000
1523,2015,Kalma refugee camp,0.0,100.0000000000
1522,2015,North Darfur state,0.0,100.0000000000
1588,2015,Tabit village,3.0,100.0000000000
1573,2015,Thur village,0.0,100.0000000000
1587,2015,Deribat town,0.0,100.0000000000
1524,2015,Mukjar town,0.0,100.0000000000
1575,2015,Tabit village,0.0,100.0000000000
1576,2015,South Darfur state,0.0,100.0000000000
1530,2015,Donkey village,0.0,100.0000000000
1529,2015,El Salam refugee camp,0.0,100.0000000000
1577,2015,Nertiti town,1.0,100.0000000000
1578,2015,Deribat town,0.0,100.0000000000
1528,2015,East/Sharq Jabel Marra district,1.0,100.0000000000
1579,2015,Hijair Tono village,0.0,100.0000000000
1580,2015,El Salam refugee camp,1.0,100.0000000000
1527,2015,Gereida town,0.0,100.0000000000
1581,2015,Dalil village,1.0,100.0000000000
1582,2015,Massalit village,2.0,100.0000000000
1583,2015,East Jebel Marra in North Darfur,0.0,100.0000000000
1584,2015,Korma town,2.0,100.0000000000
1585,2015,Tabit village,3.0,100.0000000000
1526,2015,Nertiti town,0.0,100.0000000000
1525,2015,Mukjar town,0.0,100.0000000000
1586,2015,El Salam refugee camp,0.0,100.0000000000
1436,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
1459,2015,Deribat town,11.0,100.0000000000
1434,2015,East/Sharq Jabel Marra district,15.0,100.0000000000
3165,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
3164,2015,El Kurmuk district,1.0,100.0000000000
3163,2015,Geissan village,1.0,100.0000000000
3162,2015,South Kordofan state,7.0,100.0000000000
3161,2015,Road between Bullen and Ed Damazin,5.0,100.0000000000
3160,2015,Golo town,2.0,100.0000000000
3159,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
3158,2015,Ruvata village,1.0,100.0000000000
3157,2015,Tongolo locality,1.0,100.0000000000
3156,2015,Tongolo locality,7.0,100.0000000000
3155,2015,North Darfur state,0.0,100.0000000000
3391,2015,Buram district,1.0,100.0000000000
3392,2015,Dimsu village,147.0,100.0000000000
3393,2015,Nadhif village,81.0,100.0000000000
3154,2015,Rokoro town,14.0,100.0000000000
3153,2015,Habila village,0.0,100.0000000000
3152,2015,El-Gabanit Garrison,0.0,100.0000000000
3166,2015,Heiban district,1.0,100.0000000000
3151,2015,El Rahmania village,7.0,100.0000000000
3167,2015,Modyam village,3.0,100.0000000000
3169,2015,Kululu village,0.0,100.0000000000
3185,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
1435,2015,Hijair Tono village,0.0,100.0000000000
3184,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
3183,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
3182,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
3181,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
3180,2015,Fanga Suk town,3.0,100.0000000000
3179,2015,Al Buram district,3.0,100.0000000000
3178,2015,Delami town,6.0,100.0000000000
3177,2015,Kilgu village,1.0,100.0000000000
3176,2015,Ad-Damazin town,1.0,100.0000000000
3175,2015,Kutum town,0.0,100.0000000000
3174,2015,El Obeid town,1.0,100.0000000000
3173,2015,Mendi village,2.0,100.0000000000
3172,2015,Nkharh town,204.0,100.0000000000
3171,2015,El Tomat village,15.0,100.0000000000
3170,2015,Angarto village,1.0,100.0000000000
3168,2015,Kilgu village,1.0,100.0000000000
3186,2015,Tora village,0.0,100.0000000000
3150,2015,Kologi town,47.0,100.0000000000
3148,2015,Golo town,0.0,100.0000000000
3126,2015,South Kordofan state,2.0,100.0000000000
3125,2015,Angarto village,2.0,100.0000000000
3124,2015,Karkaia village,1.0,100.0000000000
3123,2015,Kadugli town,0.0,100.0000000000
3122,2015,El Qneziah village,115.0,100.0000000000
3121,2015,Um Baru village,31.0,100.0000000000
3120,2015,Angarto village,2.0,100.0000000000
3119,2015,Mendi village,1.0,100.0000000000
3118,2015,Khor Demer village,1.0,100.0000000000
3117,2015,Daliuka village,4.0,100.0000000000
3116,2015,Abu Layla village,1.0,100.0000000000
3115,2015,Kadugli town,0.0,100.0000000000
3114,2015,Nykama village,5.0,100.0000000000
2363,2015,Buram district,1.0,100.0000000000
2365,2015,Sudan,2.0,100.0000000000
2366,2015,Sunta village,14.0,100.0000000000
2367,2015,Sunta village,6.0,100.0000000000
3127,2015,Sarrong village,2.0,100.0000000000
3149,2015,Rokoro town,5.0,100.0000000000
3128,2015,Kauda town,0.0,100.0000000000
3130,2015,Sarrong village,0.0,100.0000000000
3147,2015,Tiro village,6.0,100.0000000000
3146,2015,Khomaley village,18.0,100.0000000000
3145,2015,Umm Serdiba village,3.0,100.0000000000
3144,2015,Kadugli town,0.0,100.0000000000
3143,2015,Tora village,2.0,100.0000000000
3142,2015,Golo town,0.0,100.0000000000
3141,2015,Golo town,0.0,100.0000000000
3140,2015,Fanga Suk town,0.0,100.0000000000
3139,2015,Heiban town,1.0,100.0000000000
3138,2015,East/Sharq Jabel Marra district,1.0,100.0000000000
3137,2015,Blue Nile state,4.0,100.0000000000
3136,2015,Andona Sughaiyir village,2.0,100.0000000000
3135,2015,Umm Serdiba village,5.0,100.0000000000
3134,2015,Umm Serdiba village,3.0,100.0000000000
3133,2015,Umm Serdiba village,6.0,100.0000000000
3132,2015,Kalkadda village,2.0,100.0000000000
3131,2015,Nykama village,2.0,100.0000000000
3129,2015,Golo town,1.0,100.0000000000
3187,2015,Bau district,1.0,100.0000000000
1531,2015,Dobo Omda village,0.0,100.0000000000
3390,2015,Fanga Suk town,3.0,100.0000000000
3197,2015,Fanga Suk town,2.0,100.0000000000
3196,2015,Fanga Suk town,0.0,100.0000000000
3195,2015,Silea town,6.0,100.0000000000
3194,2015,Sarrong village,4.0,100.0000000000
3193,2015,Dar El Aman village,0.0,100.0000000000
3192,2015,Ruvata village,7.0,100.0000000000
1390,2015,El Salam refugee camp,2.0,100.0000000000
1391,2015,Nertiti district,7.0,100.0000000000
1392,2015,Fatah village,5.0,100.0000000000
1393,2015,East/Sharq Jabel Marra district,7.0,100.0000000000
1394,2015,Fanga Suk town,3.0,100.0000000000
1395,2015,Abu Zerega town,2.0,100.0000000000
1396,2015,Fanga Suk town,1.0,100.0000000000
1397,2015,Fanga Suk town,9.0,100.0000000000
1398,2015,El Salam refugee camp,0.0,100.0000000000
3198,2015,Talodi town,0.0,100.0000000000
3199,2015,El Kurmuk district,0.0,100.0000000000
3200,2015,Guldo town,1.0,100.0000000000
3201,2015,Ad-Damazin town,0.0,100.0000000000
3358,2015,Umm Dukhun district,7.0,100.0000000000
3214,2015,Fanga Suk town,1.0,100.0000000000
3213,2015,Dabaneira village,2.0,100.0000000000
1388,2015,East/Sharq Jabel Marra district,5.0,100.0000000000
3212,2015,Tawila district,0.0,100.0000000000
3211,2015,Dobo Omda village,2.0,100.0000000000
3210,2015,Sabanga area,1.0,100.0000000000
1399,2015,Birdik village,10.0,100.0000000000
3209,2015,Dodo Umda village,1.0,100.0000000000
3207,2015,Kilgu village,0.0,100.0000000000
1389,2015,Fanga Suk town,9.0,100.0000000000
3206,2015,Fanga Suk town,2.0,100.0000000000
3205,2015,Fanga Suk town,2.0,100.0000000000
3204,2015,Kilgu village,2.0,100.0000000000
3203,2015,Dokan village,2.0,100.0000000000
3202,2015,Bullen town,2.0,100.0000000000
3208,2015,Deribat town,24.0,100.0000000000
1400,2015,Baashim/Tina village,0.0,100.0000000000
1401,2015,Muzbat village,0.0,100.0000000000
1402,2015,Zamzam camp,0.0,100.0000000000
1422,2015,Muzbat village,3.0,100.0000000000
1423,2015,East Jebel Marra area,2.0,100.0000000000
1424,2015,Dobo Omda village,1.0,100.0000000000
1425,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
1426,2015,North Darfur state,1.0,100.0000000000
1427,2015,Gerida district,0.0,100.0000000000
1428,2015,El Fasher district,0.0,100.0000000000
1429,2015,Kass district,0.0,100.0000000000
1430,2015,Daya village,3.0,100.0000000000
1431,2015,Rokoro district,4.0,100.0000000000
1432,2015,Gereida town,0.0,100.0000000000
1433,2015,Gerida district,0.0,100.0000000000
3190,2015,Burgo village,6.0,100.0000000000
3189,2015,Wedabok town,22.0,100.0000000000
3188,2015,Central Darfur state,3.0,100.0000000000
1421,2015,Um Baru village,1.0,100.0000000000
1419,2015,East/Sharq Jabel Marra district,1.0,100.0000000000
1420,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
1410,2015,East/Sharq Jabel Marra district,1.0,100.0000000000
1403,2015,Um Haraz village,0.0,100.0000000000
1404,2015,Nyala town,1.0,100.0000000000
1405,2015,Tabit village,0.0,100.0000000000
1406,2015,Taradona village,0.0,100.0000000000
1407,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
1408,2015,East/Sharq Jabel Marra district,0.0,100.0000000000
1409,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
1418,2015,Khazan Tungur village,4.0,100.0000000000
3367,2015,Adila district,0.0,100.0000000000
1412,2015,Dobo Omda village,3.0,100.0000000000
1413,2015,Golo town,2.0,100.0000000000
1414,2015,Golo town,7.0,100.0000000000
1415,2015,Golo town,2.0,100.0000000000
3191,2015,Dalo village,0.0,100.0000000000
1416,2015,East/Sharq Jabel Marra district,2.0,100.0000000000
1417,2015,East/Sharq Jabel Marra district,4.0,100.0000000000
1411,2015,Golo town,0.0,100.0000000000
3394,2016,Nadhif village,35.0,115.5709505922
3359,2016,Um Dukhun town,0.0,115.5709505922
3403,2016,Dimasoya village,2.0,115.5709505922
712,2016,Deribat town,1.0,115.5709505922
2800,2016,Al Azraq village,0.0,115.5709505922
2801,2016,Kadugli town,1.0,115.5709505922
2802,2016,Rashad district,0.0,115.5709505922
2804,2016,South Kordofan state,0.0,115.5709505922
2805,2016,Nyukur village,1.0,115.5709505922
2806,2016,El Nogra village,5.0,115.5709505922
2807,2016,Bau district,7.0,115.5709505922
2808,2016,Umm Serdiba village,6.0,115.5709505922
2809,2016,Nyukur village,1.0,115.5709505922
2810,2016,Habila district,1.0,115.5709505922
2799,2016,Kologi town,2.0,115.5709505922
2811,2016,Heiban town,6.0,115.5709505922
2813,2016,Blue Nile state,1.0,115.5709505922
2814,2016,Angarto village,18.0,115.5709505922
2815,2016,Yabus village,1.0,115.5709505922
2816,2016,Heiban town,1.0,115.5709505922
2817,2016,Kilgu village,8.0,115.5709505922
2818,2016,Al Azraq village,1.0,115.5709505922
2819,2016,Lema village,1.0,115.5709505922
2820,2016,Lima village,0.0,115.5709505922
2821,2016,El Kurmuk district,1.0,115.5709505922
2822,2016,Geissan district,1.0,115.5709505922
2812,2016,Al Tadamon district,3.0,115.5709505922
2798,2016,Between Umm Serdiba and Kadugli,1.0,115.5709505922
2797,2016,Bau district,6.0,115.5709505922
2796,2016,Mufwa village,0.0,115.5709505922
711,2016,Fanga Suk town,3.0,115.5709505922
710,2016,Saboun El Fagur area,1.0,115.5709505922
709,2016,Tourong-Taora town,1.0,115.5709505922
3402,2016,Gerida district,6.0,115.5709505922
2777,2016,El Kurmuk district,5.0,115.5709505922
2778,2016,Dilling district,4.0,115.5709505922
2779,2016,Aroum village,4.0,115.5709505922
2780,2016,Tagelbo village,5.0,115.5709505922
2781,2016,Kadugli district,7.0,115.5709505922
2782,2016,Umm Dorain town,1.0,115.5709505922
2783,2016,Bout town,1.0,115.5709505922
2784,2016,Blue Nile state,0.0,115.5709505922
2785,2016,Road between Dibebad and Delling,0.0,115.5709505922
2786,2016,Road between Delling and Kadugli,10.0,115.5709505922
2787,2016,Salara village,5.0,115.5709505922
2788,2016,El Kurmuk district,5.0,115.5709505922
2789,2016,Between Dibebad and Delling,1.0,115.5709505922
2790,2016,Kilgu village,0.0,115.5709505922
2791,2016,South Kordofan state,3.0,115.5709505922
2792,2016,Kilgu village,2.0,115.5709505922
2793,2016,Saraf El Gamos village,2.0,115.5709505922
2794,2016,South Kordofan state,1.0,115.5709505922
2795,2016,Kauda town,3.0,115.5709505922
713,2016,Deribat town,1.0,115.5709505922
2803,2016,Umm Serdiba village,3.0,115.5709505922
1608,2016,Kayah village,3.0,115.5709505922
3405,2016,Joghana village,15.0,115.5709505922
3275,2016,Fulli village,4.0,115.5709505922
3274,2016,Sarrong village,7.0,115.5709505922
3273,2016,Daya village,1.0,115.5709505922
3272,2016,Karinga village,9.0,115.5709505922
3271,2016,Burro village,0.0,115.5709505922
3270,2016,Kibili village,7.0,115.5709505922
3269,2016,Golo town,0.0,115.5709505922
3268,2016,Tawila district,4.0,115.5709505922
3267,2016,Kutrum village,0.0,115.5709505922
3276,2016,Sarrong village,8.0,115.5709505922
3266,2016,Kass town,0.0,115.5709505922
3264,2016,Sori village,2.0,115.5709505922
3263,2016,Nertiti district,0.0,115.5709505922
3262,2016,Nertiti town,1.0,115.5709505922
3261,2016,Golo town,1.0,115.5709505922
3260,2016,El Kurmuk district,3.0,115.5709505922
3259,2016,Nertiti district,2.0,115.5709505922
3258,2016,Kutrum village,3.0,115.5709505922
3257,2016,Kutrum village,0.0,115.5709505922
3256,2016,Nertiti town,10.0,115.5709505922
3265,2016,Jebel Marra area,0.0,115.5709505922
3255,2016,Thur village,1.0,115.5709505922
3277,2016,Kutum district,0.0,115.5709505922
3279,2016,Kutrum village,21.0,115.5709505922
1695,2016,Kass town,1.0,115.5709505922
1696,2016,Jimeza Komura village,2.0,115.5709505922
1697,2016,Kass town,1.0,115.5709505922
3395,2016,Nadhif village,0.0,115.5709505922
1699,2016,Shangil Tobay town,1.0,115.5709505922
1700,2016,Central Darfur state,9.0,115.5709505922
3404,2016,Dimasoya village,16.0,115.5709505922
1702,2016,North Darfur state,1.0,115.5709505922
1703,2016,Between Deribat and Al-Fashir in North Darfur,1.0,115.5709505922
3278,2016,Sortoni IDP camp,6.0,115.5709505922
3290,2016,Central Darfur state,6.0,115.5709505922
3288,2016,Kurulang-Banj town,2.0,115.5709505922
3287,2016,Nertiti district,4.0,115.5709505922
3286,2016,Nertiti town,0.0,115.5709505922
3285,2016,East Jebel Marra in North Darfur,3.0,115.5709505922
3284,2016,Kaguro town,2.0,115.5709505922
3283,2016,Deribat town,2.0,115.5709505922
3282,2016,Thur village,5.0,115.5709505922
3281,2016,Sarrong village,2.0,115.5709505922
3280,2016,Kutrum village,10.0,115.5709505922
3289,2016,South Darfur state,1.0,115.5709505922
3254,2016,Guldo town,10.0,115.5709505922
3253,2016,Golo town,2.0,115.5709505922
3252,2016,Khazan Tungur village,2.0,115.5709505922
3228,2016,Korrow village,0.0,115.5709505922
3227,2016,Sarrong village,2.0,115.5709505922
3226,2016,Aro village,2.0,115.5709505922
3225,2016,Tawa village,13.0,115.5709505922
3224,2016,Boalah Sayed village,3.0,115.5709505922
3223,2016,Row Fattah village,16.0,115.5709505922
3222,2016,Boulay village,4.0,115.5709505922
3221,2016,Boulay village,3.0,115.5709505922
3220,2016,Rokoro district,0.0,115.5709505922
3229,2016,Dabeneira village,7.0,115.5709505922
3219,2016,Kaguro town,15.0,115.5709505922
3217,2016,Rokoro district,6.0,115.5709505922
3216,2016,Kilinge village,3.0,115.5709505922
3215,2016,Jebel Marra area,0.0,115.5709505922
2496,2016,Kulbus district,0.0,115.5709505922
2489,2016,East Darfur state,1.0,115.5709505922
2436,2016,Abu Karinka district,2.0,115.5709505922
2435,2016,Kilkil village,0.0,115.5709505922
2434,2016,Yassin district,16.0,115.5709505922
2192,2016,Dafak garrison,1.0,115.5709505922
3218,2016,Lugwo village,0.0,115.5709505922
3230,2016,Tourong-Taora town,1.0,115.5709505922
3231,2016,Fanga Suk town,1.0,115.5709505922
3232,2016,Jebel Marra area,0.0,115.5709505922
3251,2016,Golo town,3.0,115.5709505922
3250,2016,Fanga Suk town,2.0,115.5709505922
3249,2016,Kutrum village,3.0,115.5709505922
3248,2016,South Darfur state,48.0,115.5709505922
3247,2016,Fanga Suk town,1.0,115.5709505922
3246,2016,Baringo village,5.0,115.5709505922
3245,2016,Deribat town,1.0,115.5709505922
3244,2016,Leiba village,1.0,115.5709505922
3243,2016,Central Darfur state,32.0,115.5709505922
3242,2016,Kenengah village,0.0,115.5709505922
3241,2016,Jebel Marra area,0.0,115.5709505922
3240,2016,Sarrong village,0.0,115.5709505922
3239,2016,Suni village,2.0,115.5709505922
3238,2016,Kutrum village,0.0,115.5709505922
3237,2016,Lawei village,4.0,115.5709505922
3236,2016,Baringo village,5.0,115.5709505922
3235,2016,Kati village,0.0,115.5709505922
2520,2016,Azirni village,9.0,115.5709505922
2519,2016,El Sireaf locality,2.0,115.5709505922
3234,2016,Sworrah village,0.0,115.5709505922
3233,2016,Kurulang-Banj town,0.0,115.5709505922
1694,2016,South Darfur state,1.0,115.5709505922
1693,2016,Kabkabiyah town,1.0,115.5709505922
1701,2016,Baashim/Tina village,6.0,115.5709505922
1691,2016,Katur town,0.0,115.5709505922
1625,2016,Golo town,42.0,115.5709505922
1626,2016,Kutum town,1.0,115.5709505922
1627,2016,East/Sharq Jabel Marra district,2.0,115.5709505922
1628,2016,Twoywo village,5.0,115.5709505922
1629,2016,North Darfur state,1.0,115.5709505922
1630,2016,Tawila town,0.0,115.5709505922
1631,2016,Feina town/Feina Hilat Kabir,21.0,115.5709505922
1632,2016,Azirni village,2.0,115.5709505922
1633,2016,El Fasher district,1.0,115.5709505922
1634,2016,Central Darfur state,0.0,115.5709505922
1635,2016,Tabit village,2.0,115.5709505922
1636,2016,Road between Al-Fashir and Mellit in Mellit district,1.0,115.5709505922
