GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),COUNTRY (DISPLAY),DIMENSION (NAME),Average
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2022,Sudan,Both sexes,16.71586
MORT_200,Deaths per 1 000 live births,2022,Sudan,1-59 months,0.46557
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2022,Sudan,Female,3537.118
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2022,Sudan,Both sexes,14.186735
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2022,Sudan,Moderate,1520.5
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2022,Sudan,Urban,0.040525
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2022,Sudan,Female,144.80111
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2022,Sudan,Female,0.00802
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2022,Sudan,12 to 17 months,7.1
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2022,Sudan,Both sexes,93.0419
CM_04,Number of deaths among children ages 5 to 9 years,2022,Sudan,Male,3551
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2022,Sudan,Male,18.523085
Camp_news,Earned media/public relations were used to promote the campaign,2022,Sudan,,0
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2022,Sudan,Both sexes,4.08603
SDGSUICIDE,Crude suicide rates (per 100 000 population),2022,Sudan,Both sexes,3.99
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2022,Sudan,Female,95477.35342
TB_e_inc_num,Number of incident tuberculosis cases,2022,Sudan,,62500
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2022,Sudan,Male,25.850935
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),2022,Sudan,Urban,73.12987
LIFE_0000000034,Tx - person-years lived above age x,2022,Sudan,Both sexes,5342886.924
MORT_300,Distribution of causes of death among children aged < 5 years (%),2022,Sudan,1-59 months,0.08877
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2022,Sudan,Mild,153.4
RSUD_370,Specialized treatment facilities for alcohol use disorders,2022,Sudan,In other areas,0
HIV_0000000026,Number of new HIV infections,2022,Sudan,Male,1450
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),2022,Sudan,Both sexes,58.89408
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2022,Sudan,Male,22.906755
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2022,Sudan,Female,4.01206
MORT_200,Deaths per 1 000 live births,2022,Sudan,1-59 months,0
MALARIA_SUSPECTS,Number of suspected malaria cases,2022,Sudan,,2438467
LIFE_0000000031,lx - number of people left alive at age x,2022,Sudan,Both sexes,100000
TB_c_xdr_tsr,Treatment success rate: XDR-TB cases,2022,Sudan,,100
MORT_300,Distribution of causes of death among children aged < 5 years (%),2022,Sudan,0-4 years,0.19703
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2022,Sudan,Both sexes,3.22506
LIFE_0000000034,Tx - person-years lived above age x,2022,Sudan,Both sexes,3565524.692
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2022,Sudan,Rural,0.09948
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2022,Sudan,Rural,2.60011
LIFE_0000000035,ex - expectation of life at age x,2022,Sudan,Both sexes,63.73136
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2022,Sudan,Female,39.15
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2022,Sudan,Both sexes,36.81577
W11_outside_pack_A,Do health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale?,2022,Sudan,,0
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2022,Sudan,Female,1.05
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),2022,Sudan,Male,12.94527
CM_02,Number of infant deaths,2022,Sudan,Both sexes,52965
MORT_100,Number of deaths,2022,Sudan,Both sexes,17405.08284
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2022,Sudan,Both sexes,1
MORT_100,Number of deaths,2022,Sudan,Both sexes,4.11428
MORT_200,Deaths per 1 000 live births,2022,Sudan,0-27 days,2.23069
MORT_300,Distribution of causes of death among children aged < 5 years (%),2022,Sudan,1-59 months,0
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),2022,Sudan,Both sexes,0
LIFE_0000000035,ex - expectation of life at age x,2022,Sudan,Male,65.43213
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2022,Sudan,Moderate,28.4
MORT_200,Deaths per 1 000 live births,2022,Sudan,1-59 months,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2022,Sudan,Male,5.47372
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),2022,Sudan,Male,5.227415
LIFE_0000000031,lx - number of people left alive at age x,2022,Sudan,Female,66729.44542
MORT_100,Number of deaths,2022,Sudan,Both sexes,18762.19234
RSUD_660,Treatment programmes for women with alcohol use disorders,2022,Sudan,In other major cities,0
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",2022,Sudan,Female,0.444375
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2022,Sudan,Male,0.02689
MORT_200,Deaths per 1 000 live births,2022,Sudan,0-4 years,0.18107
WSH_SANITATION_OD,Population practising open defecation (%),2022,Sudan,Total,50.37747
P13_fines_smoker,National smoking ban: FINES ON THE PATRON,2022,Sudan,,0
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2022,Sudan,Male,10.06683
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2022,Sudan,Female,0.01479
AIR_11,Household air pollution attributable deaths,2022,Sudan,Male,1823.546415
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2022,Sudan,Severe,270.7
MORT_100,Number of deaths,2022,Sudan,Both sexes,9280.22272
WHS3_41,Diphtheria - number of reported cases,2022,Sudan,,21
CM_01,Number of under-five deaths,2022,Sudan,Both sexes,64953.5
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2022,Sudan,Both sexes,0.00154
WHS3_43,Pertussis - number of reported cases,2022,Sudan,,209
WHS3_43,Pertussis - number of reported cases,2022,Sudan,,271
MORT_200,Deaths per 1 000 live births,2022,Sudan,1-59 months,1.6002
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2022,Sudan,Both sexes,2.5
MORT_100,Number of deaths,2022,Sudan,Both sexes,1932
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2022,Sudan,Both sexes,0.01681
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),2022,Sudan,Male,5.551905
P_compl_all_sfe,Overall compliance with regulations on smoke-free environments (score),2022,Sudan,,0
WHS3_46,Total tetanus - number of reported cases,2022,Sudan,,202
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2022,Sudan,Both sexes,6.99668
Camp_eval_impact,Outcome evaluation was employed to assess effectiveness,2022,Sudan,,0
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,2022,Sudan,Both sexes,56.89651
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2022,Sudan,Female,18396.94606
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2022,Sudan,Female,10.8408
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2022,Sudan,Female,12.330615
FINPROTECTION_IMP_NP215_POP,"Population pushed below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",2022,Sudan,Total,2.25
LIFE_0000000035,ex - expectation of life at age x,2022,Sudan,Male,20.99705
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),2022,Sudan,Male,0
RSUD_650,Special treatment programmes for gambling disorder,2022,Sudan,In other major cities,0
WHS3_41,Diphtheria - number of reported cases,2022,Sudan,,82
W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps,2022,Sudan,,0
NCD_CCS_CancerRegNational,Existence of population-based cancer registry,2022,Sudan,,0
MORT_100,Number of deaths,2022,Sudan,Both sexes,3512.11109
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2022,Sudan,Both sexes,0.00131
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2022,Sudan,Total,79.05
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2022,Sudan,Female,3191.5
CM_01,Number of under-five deaths,2022,Sudan,Female,53764
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2022,Sudan,Both sexes,9.402985
ASSISTIVETECH_Q07,Availability of education/training for assistive technology,2022,Sudan,Training related to Communication,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2022,Sudan,Female,4.92141
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2022,Sudan,Total,0.069865
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2022,Sudan,,54
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2022,Sudan,Urban,29.35
LIFE_0000000032,ndx - number of people dying between ages x and x+n,2022,Sudan,Male,10161.20059
P_count_places_sf,National smoking ban: NUMBER OF PLACES SMOKE-FREE,2022,Sudan,,0
RSUD_600,Prevention programmes for drugs,2022,Sudan,School (manual) based programmes,0
GHED_EXT_pc_US_SHA2011,External health expenditure (EXT) per capita in US$,2021,Sudan,,3.44
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2021,Sudan,Male,1
LIFE_0000000031,lx - number of people left alive at age x,2021,Sudan,Male,85342.40721
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",2021,Sudan,Both sexes,4
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),2021,Sudan,Female,2.80519
AIR_41,Ambient air pollution attributable deaths,2021,Sudan,Male,433.116975
MORT_300,Distribution of causes of death among children aged < 5 years (%),2021,Sudan,0-4 years,0.11033
NCD_CCS_TEL_HYDRO_COMBO,General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector,2021,Sudan,,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2021,Sudan,1-59 months,0.0001
WHS3_50,Yellow fever - number of reported cases,2021,Sudan,,0
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours,2021,Sudan,,0
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,2021,Sudan,Both sexes,56.69627
W15_specific_hw_B,Does the law mandate specific health warnings on other smoked tobacco packaging?,2021,Sudan,,0
RSUD_500,Registration of medications for opioid withdrawal,2021,Sudan,Clonidine,0
SDGHIV,New HIV infections (per 1000 uninfected population),2021,Sudan,Female,0.085
WHS3_56,Neonatal tetanus - number of reported cases,2021,Sudan,,99
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2021,Sudan,Male,7726
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2021,Sudan,Female,96.07328
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2021,Sudan,Female,11.193365
MORT_100,Number of deaths,2021,Sudan,Both sexes,9128.13386
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2021,Sudan,Both sexes,4.0063
TB_1,Tuberculosis treatment coverage,2021,Sudan,,69
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2021,Sudan,Both sexes,4.72706
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2021,Sudan,Both sexes,29.67943
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2021,Sudan,Female,28.26708
MH_12,Age-standardized suicide rates (per 100 000 population),2021,Sudan,Female,3.685
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2021,Sudan,Both sexes,6.147075
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2021,Sudan,Female,11.33222
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2021,Sudan,Male,24.69287
MALARIA_PRES_CASES,Number of presumed malaria cases,2021,Sudan,,1816930
LIFE_0000000030,nqx - probability of dying between ages x and x+n,2021,Sudan,Both sexes,1
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2021,Sudan,Male,450638.2113
AIR_17,Household air pollution attributable DALYs (per 100 000 population),2021,Sudan,Both sexes,5.130835
HIV_0000000026,Number of new HIV infections,2021,Sudan,Female,1500
MORT_300,Distribution of causes of death among children aged < 5 years (%),2021,Sudan,0-27 days,0.00025
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2021,Sudan,Urban,1.047725
LIFE_0000000034,Tx - person-years lived above age x,2021,Sudan,Both sexes,2313814.195
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2021,Sudan,Both sexes,141.030195
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2021,Sudan,Both sexes,34.760075
RSUD_150,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders,2021,Sudan,Representative of the tobacco industry,0
LIFE_0000000035,ex - expectation of life at age x,2021,Sudan,Female,27.49219
MORT_200,Deaths per 1 000 live births,2021,Sudan,0-4 years,12.626
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,2021,Sudan,Male,0.00355
NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",2021,Sudan,,0
CM_03,Number of neonatal deaths,2021,Sudan,Both sexes,33783
NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),2021,Sudan,Both sexes,0
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2021,Sudan,Urban,0.17799
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2021,Sudan,Male,15.664895
MORT_300,Distribution of causes of death among children aged < 5 years (%),2021,Sudan,0-4 years,0.03913
LIFE_0000000033,nLx - person-years lived between ages x and x+n,2021,Sudan,Both sexes,450521.01
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),2021,Sudan,Total,21.16223
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2021,Sudan,Female,33.676305
MORT_300,Distribution of causes of death among children aged < 5 years (%),2021,Sudan,0-27 days,0.00969
