,name,amenity,addr_city,osm_id,osm_type,geometry,name_english,Latitude,Longitude,City,State
679,صيدلية بانت,pharmacy,,7245838232,nodes,POINT (32.4795609 15.6216879),Pant Pharmacy,15.6216879,32.4795609,Omdurman,Khartoum
680,صيدلية قرطاجنة,pharmacy,,7166902462,nodes,POINT (32.4614372 15.6380625),Cartagena Pharmacy,15.6380625,32.4614372,Omdurman,Khartoum
681,صيدلية الاخلاء,pharmacy,,7166061718,nodes,POINT (32.4611893 15.6288128),Evacuation Pharmacy,15.6288128,32.4611893,Omdurman,Khartoum
682,صيدلية ماستر كي,pharmacy,,7159921345,nodes,POINT (32.4708138 15.6223125),Master Key Pharmacy,15.6223125,32.4708138,Omdurman,Khartoum
683,صيدلية صلاح سعد,pharmacy,,7166039617,nodes,POINT (32.4615631 15.6300621),Salah Saad Pharmacy,15.6300621,32.4615631,Omdurman,Khartoum
684,صيدلية العودة الحديثة,pharmacy,,7158732883,nodes,POINT (32.4613113 15.6203127),Modern Return Pharmacy,15.6203127,32.4613113,Omdurman,Khartoum
685,صيدلية مرمر,pharmacy,,2276670223,nodes,POINT (32.5210752 15.6358599),Marmar Pharmacy,15.6358599,32.5210752,Omdurman,Khartoum
686,صيدلية زروق,pharmacy,,6877321211,nodes,POINT (32.5231857 15.6326876),Zarrouk Pharmacy,15.6326876,32.5231857,Omdurman,Khartoum
687,صيدلية نيازك,pharmacy,,6947919982,nodes,POINT (32.522686 15.6446877),Neyazik Pharmacy,15.6446877,32.522686,Omdurman,Khartoum
688,صيدلية الكس 2,pharmacy,,7204268147,nodes,POINT (32.5180882 15.6959728),Alex Pharmacy 2,15.6959728,32.5180882,Omdurman,Khartoum
689,صيدلية الزينين,pharmacy,,6795886926,nodes,POINT (32.5215336 15.7176343),Al-Zainin Pharmacy,15.7176343,32.5215336,Omdurman,Khartoum
690,صيدلية ود القاضي,pharmacy,,6795844947,nodes,POINT (32.5224509 15.7169165),Wad Al-Qadi Pharmacy,15.7169165,32.5224509,Omdurman,Khartoum
691,صيدلية كداده 2,pharmacy,,6795869324,nodes,POINT (32.5147476 15.7191215),Kaddada Pharmacy 2,15.7191215,32.5147476,Omdurman,Khartoum
692,صيدلية المنارة,pharmacy,,6795844930,nodes,POINT (32.5156756 15.7191886),Al Manara Pharmacy,15.7191886,32.5156756,Omdurman,Khartoum
693,مستشفى الشعب التعليمي,clinic,,7020258402,nodes,POINT (32.5349751 15.5974529),People's Teaching Hospital,15.5974529,32.5349751,Khartoum,Khartoum
694,مستشفى فضيل التخصصي,clinic,,5109399624,nodes,POINT (32.5326146 15.5990642),Fadhil Specialized Hospital,15.5990642,32.5326146,Khartoum,Khartoum
695,مختبر مرج التخصصي الخرطوم,clinic,,7941440485,nodes,POINT (32.5338423 15.5994036),Marj Specialized Laboratory Khartoum,15.5994036,32.5338423,Khartoum,Khartoum
696,مستشفى الشعب التعليمي,hospital,,7235067085,nodes,POINT (32.5350627 15.5988147),People's Teaching Hospital,15.5988147,32.5350627,Khartoum,Khartoum
697,مختبرات البرج,clinic,,4621212393,nodes,POINT (32.5342428 15.6004818),Burj Laboratories,15.6004818,32.5342428,Khartoum,Khartoum
698,معمل الترا لاب السودان,doctors,,4510668124,nodes,POINT (32.5350267 15.5997069),Ultra Lab Sudan,15.5997069,32.5350267,Khartoum,Khartoum
699,معامل المختبر,doctors,,4254780489,nodes,POINT (32.5339581 15.5998735),Laboratory laboratories,15.5998735,32.5339581,Khartoum,Khartoum
700,صيدلية الخرطوم شرق,pharmacy,,7904462761,nodes,POINT (32.5329024 15.5999789),Khartoum East Pharmacy,15.5999789,32.5329024,Khartoum,Khartoum
701,عشميق,clinic,,4621246189,nodes,POINT (32.5348977 15.6028692),I love you,15.6028692,32.5348977,Khartoum,Khartoum
702,مركز الاستشارات الجلدية,hospital,,7904462760,nodes,POINT (32.5310686 15.6017758),Dermatology Consultation Center,15.6017758,32.5310686,Khartoum,Khartoum
703,,pharmacy,,4359863897,nodes,POINT (32.5294581 15.6035933),,15.6035933,32.5294581,Khartoum,Khartoum
704,مركز طب الاسنان الحديث,dentist,,7038287145,nodes,POINT (32.530521 15.6039227),Modern Dental Center,15.6039227,32.530521,Khartoum,Khartoum
705,المركز الدولي للسمع المتطور,clinic,,9327485326,nodes,POINT (32.5298896 15.6013417),International Center for Advanced Hearing,15.6013417,32.5298896,Khartoum,Khartoum
706,مستشفى براءة للأطفال,hospital,,9327486817,nodes,POINT (32.5300615 15.6009015),Bara'ah Children's Hospital,15.6009015,32.5300615,Khartoum,Khartoum
707,Dr Elfadil's,dentist,,7235067186,nodes,POINT (32.5285658 15.6000895),Dr Elfadil's,15.6000895,32.5285658,Khartoum,Khartoum
708,مركز الفاضل لطب الأسنان,clinic,,7983980700,nodes,POINT (32.5285792 15.6000523),Al Fadhel Dental Center,15.6000523,32.5285792,Khartoum,Khartoum
709,إدارة المعامل الخرطوم,clinic,,8642470317,nodes,POINT (32.5275966 15.600184),Khartoum Laboratory Management,15.600184,32.5275966,Khartoum,Khartoum
710,مجمع عيادات فتح الرحمن البشير,hospital,,9872804318,nodes,POINT (32.5275709 15.6003527),Fath Al Rahman Al Bashir Clinics Complex,15.6003527,32.5275709,Khartoum,Khartoum
711,مركز النور لطب الاسنان الحديث,dentist,,7905631826,nodes,POINT (32.5290002 15.6006953),Al Noor Center for Modern Dentistry,15.6006953,32.5290002,Khartoum,Khartoum
712,Yellow Fever Vaccination Clinic,clinic,,5985039685,nodes,POINT (32.5269854 15.6002477),Yellow Fever Vaccination Clinic,15.6002477,32.5269854,Khartoum,Khartoum
713,مركز زين الطبي,hospital,,6874318814,nodes,POINT (32.5292426 15.5993861),Zain Medical Center,15.5993861,32.5292426,Khartoum,Khartoum
714,صيدلية دكتورة رانيا,pharmacy,,7905516321,nodes,POINT (32.5299959 15.5986474),Dr. Rania's Pharmacy,15.5986474,32.5299959,Khartoum,Khartoum
715,صيدلية الفارابي,pharmacy,,7235067185,nodes,POINT (32.5331904 15.5990347),Al Farabi Pharmacy,15.5990347,32.5331904,Khartoum,Khartoum
716,صيدلية الصيادلة,pharmacy,,7904462763,nodes,POINT (32.5177173 15.5990244),Pharmacists Pharmacy,15.5990244,32.5177173,Khartoum,Khartoum
717,صيدلية السماح,pharmacy,,4711849290,nodes,POINT (32.5203795 15.5980952),Al Samah Pharmacy,15.5980952,32.5203795,Khartoum,Khartoum
718,صيدلية نسيبه,pharmacy,,7236391985,nodes,POINT (32.5213994 15.5980417),Naseeba Pharmacy,15.5980417,32.5213994,Khartoum,Khartoum
719,Dr. Gamar Dental Centre,dentist,,7386422717,nodes,POINT (32.5421651 15.5799731),Dr. Gamar Dental Centre,15.5799731,32.5421651,Khartoum,Khartoum
720,شركة كمبال العالمية,pharmacy,,4548473791,nodes,POINT (32.5456428 15.584445),Kambal International Company,15.584445,32.5456428,Khartoum,Khartoum
721,مستشفى حراء,hospital,,4171743190,nodes,POINT (32.5428423 15.5851709),Heraa Hospital,15.5851709,32.5428423,Khartoum,Khartoum
722,مركز صحي جادان,clinic,,7074289974,nodes,POINT (32.5429625 15.5696122),Jadan Health Center,15.5696122,32.5429625,Khartoum,Khartoum
723,صيدلية جادان,pharmacy,,7074289975,nodes,POINT (32.5429733 15.5695295),Jadan Pharmacy,15.5695295,32.5429733,Khartoum,Khartoum
724,صيدلية الوالدة,pharmacy,,4639379794,nodes,POINT (32.524501 15.641412),Mother's Pharmacy,15.641412,32.524501,Omdurman,Khartoum
725,صيدلية شهد,pharmacy,,6952417788,nodes,POINT (32.5246887 15.6621876),Shahd Pharmacy,15.6621876,32.5246887,Omdurman,Khartoum
726,صيدلية ايملي فارما,pharmacy,,6805514866,nodes,POINT (32.4772444 15.6761663),Emily Pharma Pharmacy,15.6761663,32.4772444,Omdurman,Khartoum
727,صيدلية شارع النص,pharmacy,,6796480407,nodes,POINT (32.4860155 15.6751865),Al-Nas Street Pharmacy,15.6751865,32.4860155,Omdurman,Khartoum
728,البطل الروماني,pharmacy,,7904638586,nodes,POINT (32.4867615 15.662191),roman hero,15.662191,32.4867615,Omdurman,Khartoum
729,صيدلية مركز صحي ود نوباوي,pharmacy,,7021350379,nodes,POINT (32.4894602 15.6624587),Wad Nubawi Health Center Pharmacy,15.6624587,32.4894602,Omdurman,Khartoum
730,مركز صحي ود نوباوي,clinic,,7021350380,nodes,POINT (32.4895345 15.6626892),Wad Nubawi Health Center,15.6626892,32.4895345,Omdurman,Khartoum
731,صيدلية هنا امدرمان,pharmacy,,7023083910,nodes,POINT (32.4886965 15.6541309),Pharmacy here Omdurman,15.6541309,32.4886965,Omdurman,Khartoum
732,مستشفى البحيرة,hospital,,8006691391,nodes,POINT (32.4981902 15.645316),Lake Hospital,15.645316,32.4981902,Omdurman,Khartoum
733,صيدلية ابو كرم,pharmacy,,7023083914,nodes,POINT (32.4888793 15.6445134),Abu Karam Pharmacy,15.6445134,32.4888793,Omdurman,Khartoum
734,صيدلية محمد سعيد,pharmacy,,4759494221,nodes,POINT (32.4886505 15.6442722),Mohammed Saeed Pharmacy,15.6442722,32.4886505,Omdurman,Khartoum
735,صيدلية نجيب,pharmacy,,6794994778,nodes,POINT (32.4915627 15.6418887),Najeeb Pharmacy,15.6418887,32.4915627,Omdurman,Khartoum
736,مستشفى امدرمان التعليمي,hospital,,49318047,nodes,POINT (32.4878867 15.642411),Omdurman Teaching Hospital,15.642411,32.4878867,Omdurman,Khartoum
737,صيدلية ندي العالمية,pharmacy,,7023083921,nodes,POINT (32.4864992 15.6424599),Nady International Pharmacy,15.6424599,32.4864992,Omdurman,Khartoum
738,صيدلية علياء,pharmacy,,4638765789,nodes,POINT (32.4895 15.645632),Alia Pharmacy,15.645632,32.4895,Omdurman,Khartoum
739,صيدلية ارندا,pharmacy,,7834793827,nodes,POINT (32.5050706 15.675484),Aranda Pharmacy,15.675484,32.5050706,Omdurman,Khartoum
740,صيدلية الشهيد محمد عمار,pharmacy,,6010786242,nodes,POINT (32.524255 15.6066141),Martyr Mohammed Ammar Pharmacy,15.6066141,32.524255,Khartoum,Khartoum
741,صيدلية كمبال,pharmacy,,6013563993,nodes,POINT (32.5245673 15.6047101),Campbell Pharmacy,15.6047101,32.5245673,Khartoum,Khartoum
742,صيدلية العشرة,pharmacy,,7013235144,nodes,POINT (32.5304375 15.5499372),Ten Pharmacy,15.5499372,32.5304375,Khartoum,Khartoum
743,صيدلية الاستشاري,pharmacy,,7013236964,nodes,POINT (32.529686 15.5500622),Consultant Pharmacy,15.5500622,32.529686,Khartoum,Khartoum
744,صيدلية صحتين,pharmacy,,7013243081,nodes,POINT (32.5270615 15.5495625),Sahteen Pharmacy,15.5495625,32.5270615,Khartoum,Khartoum
745,صيدلية د عمرو مهدي,pharmacy,,7129534929,nodes,POINT (32.4290619 15.5536871),Dr. Amr Mahdi Pharmacy,15.5536871,32.4290619,Khartoum,Khartoum
746,صيدلية شفق,pharmacy,,5993443713,nodes,POINT (32.5483532 15.5374927),Shafaq Pharmacy,15.5374927,32.5483532,Khartoum,Khartoum
747,المركز الإفريقي الهولندي للعلاج الطبيعي,clinic,,6126586790,nodes,POINT (32.5546228 15.5487783),African Dutch Center for Physiotherapy,15.5487783,32.5546228,Khartoum,Khartoum
748,صيدلية علياء,pharmacy,,4633271290,nodes,POINT (32.5565831 15.5469072),Alia Pharmacy,15.5469072,32.5565831,Khartoum,Khartoum
749,صيدلية مكة ٦,pharmacy,,4633271291,nodes,POINT (32.5583573 15.5469023),Mecca Pharmacy 6,15.5469023,32.5583573,Khartoum,Khartoum
750,صيدلية طيبة,pharmacy,,6834130328,nodes,POINT (32.549603 15.530856),Taiba Pharmacy,15.530856,32.549603,Khartoum,Khartoum
751,صيدلية صحة وعافية,pharmacy,,6801902360,nodes,POINT (32.5047358 15.6978435),Health and Wellness Pharmacy,15.6978435,32.5047358,Omdurman,Khartoum
752,صيدلية د. بيتر,pharmacy,,6801912351,nodes,POINT (32.5055833 15.6983393),Dr. Peter's Pharmacy,15.6983393,32.5055833,Omdurman,Khartoum
753,صيدلية ود الحاج,pharmacy,,6795842683,nodes,POINT (32.5062442 15.6968677),Wad Elhaj Pharmacy,15.6968677,32.5062442,Omdurman,Khartoum
754,صيدلية مكة 10,pharmacy,,6794540398,nodes,POINT (32.4854294 15.7177447),Mecca Pharmacy 10,15.7177447,32.4854294,Omdurman,Khartoum
755,صيدلية العجايبي,pharmacy,,6794938709,nodes,POINT (32.4761212 15.7112484),Al Ajabi Pharmacy,15.7112484,32.4761212,Omdurman,Khartoum
756,مستوصف الجزيرة الطبي,clinic,,7040091884,nodes,POINT (32.4762497 15.698853),Al Jazeera Medical Clinic,15.698853,32.4762497,Omdurman,Khartoum
757,صيدلية آمالي,pharmacy,,6796505340,nodes,POINT (32.4821437 15.6994581),Amalie Pharmacy,15.6994581,32.4821437,Omdurman,Khartoum
758,عيادة الثورة الحارة 29,clinic,,7040458709,nodes,POINT (32.4616533 15.6993604),Hot Revolution Clinic 29,15.6993604,32.4616533,Omdurman,Khartoum
759,صيدلية الجزيرة 3,pharmacy,,7155784540,nodes,POINT (32.4618111 15.6988125),Al Jazeera Pharmacy 3,15.6988125,32.4618111,Omdurman,Khartoum
760,مركز الحاجة نفيسة الصحي,clinic,,7040098684,nodes,POINT (32.4622793 15.6984765),Hajja Nafisa Health Center,15.6984765,32.4622793,Omdurman,Khartoum
761,عيادات قنجاري الطبية,clinic,,7040458714,nodes,POINT (32.4633297 15.7067859),Qangari Medical Clinics,15.7067859,32.4633297,Omdurman,Khartoum
762,مركز ابراهيم شمس الدين الطبي,clinic,,7040458715,nodes,POINT (32.4616347 15.7050934),Ibrahim Shams El Din Medical Center,15.7050934,32.4616347,Omdurman,Khartoum
763,صيدلية تفاؤل البيطرية,pharmacy,,6805761330,nodes,POINT (32.4604243 15.7071104),Tafaoul Veterinary Pharmacy,15.7071104,32.4604243,Omdurman,Khartoum
764,اولاد الميز للدواجن,pharmacy,,6796875684,nodes,POINT (32.4761945 15.7033407),Al-Maiz Poultry Sons,15.7033407,32.4761945,Omdurman,Khartoum
765,صيدلية فارمازون,pharmacy,,6801674761,nodes,POINT (32.5011899 15.7187569),Pharmazone Pharmacy,15.7187569,32.5011899,Omdurman,Khartoum
766,مجمع عيادات برج الماوي,hospital,,7040704989,nodes,POINT (32.4865648 15.7414531),Al Mawi Tower Clinics Complex,15.7414531,32.4865648,Omdurman,Khartoum
767,صيدلية نماء,pharmacy,,6814290578,nodes,POINT (32.4772225 15.7499665),Nama Pharmacy,15.7499665,32.4772225,Omdurman,Khartoum
768,صيدلية الزهراء,pharmacy,,6814305916,nodes,POINT (32.4765178 15.7480508),Al Zahra Pharmacy,15.7480508,32.4765178,Omdurman,Khartoum
769,مجمع سواعد الطبي,clinic,,7040098681,nodes,POINT (32.4768411 15.7237098),Sawaeed Medical Complex,15.7237098,32.4768411,Omdurman,Khartoum
770,مركز صحي الرازي الطبي الخيري,clinic,,7040091880,nodes,POINT (32.4757014 15.7259225),Al Razi Charitable Medical Center,15.7259225,32.4757014,Omdurman,Khartoum
771,مركز الشفاء الطبي,clinic,,7040121858,nodes,POINT (32.4857163 15.723721),Al Shifa Medical Center,15.723721,32.4857163,Omdurman,Khartoum
772,صيدلية جدو,pharmacy,,6796892696,nodes,POINT (32.4761999 15.7185172),Jeddo Pharmacy,15.7185172,32.4761999,Omdurman,Khartoum
773,صيدلية الوسام الذهبي 3,pharmacy,,6794731679,nodes,POINT (32.4764432 15.7159242),Golden Medal Pharmacy 3,15.7159242,32.4764432,Omdurman,Khartoum
774,صيدلية اصحاب اليمن,pharmacy,,6814312343,nodes,POINT (32.4787245 15.7526513),Yemen Friends Pharmacy,15.7526513,32.4787245,Omdurman,Khartoum
775,مركز بشير صايل الطبي,clinic,,7040704995,nodes,POINT (32.482702 15.7624686),Bashir Sayel Medical Center,15.7624686,32.482702,Omdurman,Khartoum
776,صيدلية رتانيا 3,pharmacy,,6805832015,nodes,POINT (32.4597376 15.738702),Ratania Pharmacy 3,15.738702,32.4597376,Omdurman,Khartoum
777,صيدلية روجين,pharmacy,,6801656020,nodes,POINT (32.4926068 15.7220618),Rogin Pharmacy,15.7220618,32.4926068,Omdurman,Khartoum
778,صيدلية العثمان,pharmacy,,7074393739,nodes,POINT (32.5501392 15.4859456),Al Othman Pharmacy,15.4859456,32.5501392,Khartoum,Khartoum
779,صيدلية ابو المقداد 10,pharmacy,,6055074891,nodes,POINT (32.5654024 15.4931317),Abu Al-Muqdad Pharmacy 10,15.4931317,32.5654024,Khartoum,Khartoum
780,صيدلية طلة عافية,pharmacy,,7089437180,nodes,POINT (32.5740623 15.4944372),Tala Afia Pharmacy,15.4944372,32.5740623,Khartoum,Khartoum
781,صيدلية الدوثر,pharmacy,,4548458732,nodes,POINT (32.5643271 15.5023878),Al-Dothar Pharmacy,15.5023878,32.5643271,Khartoum,Khartoum
782,صيدلية الأفضل,pharmacy,,6055074493,nodes,POINT (32.5636066 15.5032343),Best Pharmacy,15.5032343,32.5636066,Khartoum,Khartoum
783,صيدلية الوسيلة 3,pharmacy,,6903193392,nodes,POINT (32.5048225 15.4532887),Al Wasila Pharmacy 3,15.4532887,32.5048225,Khartoum,Khartoum
784,صيدلية العنود,pharmacy,,7033154472,nodes,POINT (32.5024376 15.4681873),Al Anoud Pharmacy,15.4681873,32.5024376,Khartoum,Khartoum
785,صيدلية yo,pharmacy,,6796803738,nodes,POINT (32.501819 15.4718651),yo pharmacy,15.4718651,32.501819,Khartoum,Khartoum
786,صيدلية حاج عطا,pharmacy,,7069357502,nodes,POINT (32.4858131 15.4623127),Hajj Atta Pharmacy,15.4623127,32.4858131,Khartoum,Khartoum
787,صيدلية امنية الطيب,pharmacy,,7069297713,nodes,POINT (32.4983139 15.4518127),Amnia El Tayeb Pharmacy,15.4518127,32.4983139,Khartoum,Khartoum
788,صيدلية الشلال,pharmacy,,7033113710,nodes,POINT (32.501812 15.4719372),Waterfall Pharmacy,15.4719372,32.501812,Khartoum,Khartoum
789,صيدلية ود الباهي,pharmacy,,7033355536,nodes,POINT (32.507061 15.4605627),Wad Al-Bahi Pharmacy,15.4605627,32.507061,Khartoum,Khartoum
790,صيدلية الوسيلة 5,pharmacy,,6903152357,nodes,POINT (32.4819154 15.4688458),Al Wasila Pharmacy 5,15.4688458,32.4819154,Khartoum,Khartoum
791,صيدلية الوسيلة 2,pharmacy,,6903152355,nodes,POINT (32.4843302 15.4693734),Al Wasila Pharmacy 2,15.4693734,32.4843302,Khartoum,Khartoum
792,صيدلية الوسيلة 1,pharmacy,,6903152354,nodes,POINT (32.4849996 15.4661036),Al Wasila Pharmacy 1,15.4661036,32.4849996,Khartoum,Khartoum
793,صيدلية ان كير,pharmacy,,7052480238,nodes,POINT (32.4867716 15.4575617),In Care Pharmacy,15.4575617,32.4867716,Khartoum,Khartoum
794,صيدلية الوسيلة 8,pharmacy,,7069343062,nodes,POINT (32.4885635 15.4486876),Al Wasila Pharmacy 8,15.4486876,32.4885635,Khartoum,Khartoum
795,صيدلية الوسيلة 8,pharmacy,,7013232266,nodes,POINT (32.4886142 15.4487498),Al Wasila Pharmacy 8,15.4487498,32.4886142,Khartoum,Khartoum
796,صيدلية ابو المقداد 9,pharmacy,,6903712954,nodes,POINT (32.4898665 15.4431859),Abu Al-Muqdad Pharmacy 9,15.4431859,32.4898665,Khartoum,Khartoum
797,صيدلية لمياء معتصم,pharmacy,,7066636457,nodes,POINT (32.4890633 15.4446878),Lamia Moatasem Pharmacy,15.4446878,32.4890633,Khartoum,Khartoum
798,صيدلية المداواة,pharmacy,,6913629063,nodes,POINT (32.5639381 15.7218122),Al-Madawa Pharmacy,15.7218122,32.5639381,Omdurman,Khartoum
799,,hospital,,10610308105,nodes,POINT (30.8068606 18.1703262),,18.1703262,30.8068606,Ad Dabbah,Northern
800,مستشفى الوفاق القطري,hospital,,10610308205,nodes,POINT (30.8068621 18.1702616),Al Wefaq Qatari Hospital,18.1702616,30.8068621,Ad Dabbah,Northern
801,صيدلية المختار,pharmacy,الخرطوم,7041249014,nodes,POINT (32.5888625 15.5529268),Al Mukhtar Pharmacy,15.5529268,32.5888625,Khartoum,Khartoum
802,صيدلية البسملة,pharmacy,,6941931284,nodes,POINT (32.607783 15.5981161),Basmala Pharmacy,15.5981161,32.607783,Khartoum,Khartoum
803,صيدلية كير زون,pharmacy,,4634744506,nodes,POINT (32.6088616 15.5982701),Care Zone Pharmacy,15.5982701,32.6088616,Khartoum,Khartoum
804,صيدلية الفريق,pharmacy,,5465411822,nodes,POINT (32.6065409 15.5959509),Team Pharmacy,15.5959509,32.6065409,Khartoum,Khartoum
805,صيدلية باكتوتة,pharmacy,,6796044364,nodes,POINT (32.605381 15.5973755),Paktouta Pharmacy,15.5973755,32.605381,Khartoum,Khartoum
806,صيدلية تبد,pharmacy,,4633942090,nodes,POINT (32.6075477 15.6018101),Tabd Pharmacy,15.6018101,32.6075477,Khartoum,Khartoum
807,صيدلية اكسترا,pharmacy,,6898029795,nodes,POINT (32.6103007 15.5998423),Extra Pharmacy,15.5998423,32.6103007,Khartoum,Khartoum
808,صيدلية نعم,pharmacy,,6013411941,nodes,POINT (32.5712651 15.5595138),Yes Pharmacy,15.5595138,32.5712651,Khartoum,Khartoum
809,صيدلية ابو المقداد 4,pharmacy,,6903712952,nodes,POINT (32.5651006 15.548313),Abu Al-Muqdad Pharmacy 4,15.548313,32.5651006,Khartoum,Khartoum
810,صيدلية الهرم,pharmacy,,4633226297,nodes,POINT (32.567494 15.5483756),Al Haram Pharmacy,15.5483756,32.567494,Khartoum,Khartoum
811,صيدلية السواحلي,pharmacy,,1102343705,nodes,POINT (32.574973 15.5631428),Al-Sawahili Pharmacy,15.5631428,32.574973,Khartoum,Khartoum
812,شركة سارب الطبية المحدودة,pharmacy,,4686418190,nodes,POINT (32.567454 15.5690365),"SARB Medical Co., Ltd.",15.5690365,32.567454,Khartoum,Khartoum
813,محطة عزيز كفوري,clinic,,4234691692,nodes,POINT (32.5597811 15.6209227),Aziz Kfoury Station,15.6209227,32.5597811,Khartoum,Khartoum
814,صيدلية الكوباني 2,pharmacy,,6795889419,nodes,POINT (32.560404 15.6284031),Al-Koubani Pharmacy 2,15.6284031,32.560404,Khartoum,Khartoum
815,صيدلية رنيم,pharmacy,,6854961391,nodes,POINT (32.5608162 15.6328725),Ranim Pharmacy,15.6328725,32.5608162,Omdurman,Khartoum
816,صيدلية امروز,pharmacy,,6855232833,nodes,POINT (32.5671725 15.6272044),Amrooz Pharmacy,15.6272044,32.5671725,Khartoum,Khartoum
817,صيدلية الشهيدة د.سلمى الجديدة كافورى خلف سوبرماركت إحسان كافورى مجمع النور,pharmacy,,8909528217,nodes,POINT (32.5662814 15.6263375),"Shaheed Dr. Salma New Kafoury Pharmacy, behind Ihsan Kafoury Supermarket, Al Noor Complex",15.6263375,32.5662814,Khartoum,Khartoum
818,صيدلية الدومة,pharmacy,,7252233310,nodes,POINT (32.4891891 15.6590624),Doma Pharmacy,15.6590624,32.4891891,Omdurman,Khartoum
819,صيدلية ام النور,pharmacy,,7252253475,nodes,POINT (32.4890633 15.6601877),Umm Al Noor Pharmacy,15.6601877,32.4890633,Omdurman,Khartoum
820,مركز النور الطبي,clinic,,7040091883,nodes,POINT (32.4872364 15.7113506),Al Noor Medical Center,15.7113506,32.4872364,Omdurman,Khartoum
821,صيدلية ريتانيا,pharmacy,,6953357964,nodes,POINT (32.5569382 15.7049379),Retania Pharmacy,15.7049379,32.5569382,Omdurman,Khartoum
822,صيدلية الاحباب,pharmacy,,6913427917,nodes,POINT (32.5529366 15.697938),Al-Ahbab Pharmacy,15.697938,32.5529366,Omdurman,Khartoum
823,صيدلية جماع,pharmacy,,6913412910,nodes,POINT (32.5504379 15.6938124),Jamaa Pharmacy,15.6938124,32.5504379,Omdurman,Khartoum
824,صيدلية ايريكس,pharmacy,,7176096236,nodes,POINT (32.4620628 15.7041874),erix pharmacy,15.7041874,32.4620628,Omdurman,Khartoum
825,صيدلية روم لاند,pharmacy,,7176138773,nodes,POINT (32.461689 15.7021875),Rome Land Pharmacy,15.7021875,32.461689,Omdurman,Khartoum
826,صيدلية صديق سالم,pharmacy,,7176155022,nodes,POINT (32.4519386 15.7068129),Sadiq Salem Pharmacy,15.7068129,32.4519386,Omdurman,Khartoum
827,عيادة المدينة لطب الاسنان,dentist,,6964182294,nodes,POINT (32.5061331 15.6984541),City Dental Clinic,15.6984541,32.5061331,Omdurman,Khartoum
828,ربل,pharmacy,,4269507010,nodes,POINT (32.5338963 15.6412367),Rebel,15.6412367,32.5338963,Omdurman,Khartoum
829,صيدلية ريل,pharmacy,,2276769671,nodes,POINT (32.5351997 15.6412143),Real Pharmacy,15.6412143,32.5351997,Omdurman,Khartoum
830,صيدلية المغتربين,pharmacy,,7023083913,nodes,POINT (32.5366304 15.6412175),Expatriates Pharmacy,15.6412175,32.5366304,Omdurman,Khartoum
831,صيدلية جبل اولياء,pharmacy,,7905599784,nodes,POINT (32.5008972 15.2417266),Jebel Awliya Pharmacy,15.2417266,32.5008972,Khartoum,Khartoum
832,صيدلية الكلاكلة القبة,pharmacy,,7014251106,nodes,POINT (32.4674505 15.4734671),Kalakla Dome Pharmacy,15.4734671,32.4674505,Khartoum,Khartoum
833,صيدلية اسراء,pharmacy,,7014251105,nodes,POINT (32.4669945 15.4738135),Israa Pharmacy,15.4738135,32.4669945,Khartoum,Khartoum
834,صيدلية الوسيلة 4,pharmacy,,6903152356,nodes,POINT (32.4664101 15.4739069),Al Wasila Pharmacy 4,15.4739069,32.4664101,Khartoum,Khartoum
835,صيدلية الوسيلة 4,pharmacy,,7066398958,nodes,POINT (32.4663124 15.4738121),Al Wasila Pharmacy 4,15.4738121,32.4663124,Khartoum,Khartoum
836,مركز صحي الخوجلاب,clinic,,7040704998,nodes,POINT (32.5628427 15.806813),Al-Khojalab Health Center,15.806813,32.5628427,Omdurman,Khartoum
837,الانسجة المريضة بروف علي عبد الستار,,,7038742275,nodes,POINT (32.5337318 15.5992886),Diseased tissues Prof. Ali Abdel Sattar,15.5992886,32.5337318,Khartoum,Khartoum
838,مختبر الريان التخصصي,,,7904462759,nodes,POINT (32.5294015 15.5994399),Al Rayyan Specialized Laboratory,15.5994399,32.5294015,Khartoum,Khartoum
839,مجمع الصديق ح41,,,6789347262,nodes,POINT (32.4858546 15.7367846),Al-Siddiq Complex H41,15.7367846,32.4858546,Omdurman,Khartoum
840,كاريزما 2 لطب الاسنان,clinic,,7040098682,nodes,POINT (32.4527036 15.7066049),Charisma 2 Dental,15.7066049,32.4527036,Omdurman,Khartoum
841,صيدلية مبين الحديثة,pharmacy,,7216079742,nodes,POINT (32.437561 15.678812),Modern Mobin Pharmacy,15.678812,32.437561,Omdurman,Khartoum
842,مركز العناية الصحي الخيري,clinic,,7040098680,nodes,POINT (32.4539697 15.6832662),Charity Health Care Center,15.6832662,32.4539697,Omdurman,Khartoum
843,مستوصف الفجر الخيري,clinic,,7040704996,nodes,POINT (32.4472921 15.7613009),Al Fajr Charity Clinic,15.7613009,32.4472921,Omdurman,Khartoum
844,مركز الشابي 3,clinic,,7040704997,nodes,POINT (32.4466078 15.7674707),Shabi Center 3,15.7674707,32.4466078,Omdurman,Khartoum
845,صيدلية العقاقير الطبية,pharmacy,,7236673062,nodes,POINT (32.3788109 15.6558123),Medical Drug Pharmacy,15.6558123,32.3788109,Omdurman,Khartoum
846,مستشفى حاج الصافي التعليمي,hospital,,6894876192,nodes,POINT (32.5315628 15.651063),Haj Al Safi Teaching Hospital,15.651063,32.5315628,Omdurman,Khartoum
